CustomerID,Name,Gender,Age,City,Signup_Date,Last_purchase_date,purchase_amount,feedback_score,email,Phone_number,Country
2291,Ankit,Female,,Hyderabad,,,,1.0,user2290@mail.com,,Canada
,Simran,Female,,Kolkata,,2021-06-15,,,user2291@mail.com,,Canada
2293,Neha,Female,,Ahmedabad,2021-02-01,,,,,,
2294,Priya,,,Pune,2022-09-24,,,,user2293@mail.com,,
C2295,Rahul,Male,,,,,,,,,India
C2296,Amit,Female,,Hyderabad,2023-01-24,,3544.58,,user2295@mail.com,,Canada
,Priya,Female,,Delhi,,,,,,,Canada
2298,Neha,Male,,Chennai,,,,1.0,,,Canada
2299,Priya,,35.0,Mumbai,2024-05-10,,,,user2298@mail.com,,
2300,Sneha,Male,,Pune,2022-09-21,2023-08-08,,,,9919816046,USA
2301,,Female,57.0,Chennai,,,,,,9566265394,Australia
C2302,Priya,Male,,Kolkata,,,,,user2301@mail.com,,UK
2303,Pooja,,,Delhi,2020-11-22,,,,,,USA
2304,Rahul,Male,66.0,Ahmedabad,,,,,,9371282419,India
,Ravi,Female,,Bangalore,2025-10-30,,,,user2304@mail.com,,USA
2306,Ankit,Male,,Ahmedabad,,,31.2,,,,
2307,Pooja,Female,,Delhi,2023-04-10,,,,,,UK
2308,Ankit,Female,58.0,Ahmedabad,,,,,,,Australia
,Pooja,Female,,Ahmedabad,,,,4.0,user2308@mail.com,,Australia
2310,,Female,,Kolkata,2021-05-09,,,,user2309@mail.com,9412142303,
2311,Ravi,Female,19.0,Delhi,2020-11-07,,,,,,UK
C2312,Ankit,Female,22.0,Ahmedabad,,,,4.0,,,Canada
C2313,Priya,Male,,Pune,2022-11-15,,426.38,,,,India
,Amit,Female,53.0,Ahmedabad,2022-03-03,,,,,,Australia
,Priya,Female,,Pune,,,2623.57,,user2314@mail.com,,UK
2316,Simran,Female,,Mumbai,,,,3.0,,,
2317,Simran,,,Kolkata,2021-04-21,,,,user2316@mail.com,,Australia
,Priya,Male,,Hyderabad,2020-10-06,,1427.55,,,,India
2319,Priya,Female,,Kolkata,2021-09-03,,,,,,UK
2320,Kiran,Female,,,,,,,user2319@mail.com,9249675839,UK
2321,Neha,Female,27.0,Chennai,2022-03-07,,,,user2320@mail.com,9166893876,Canada
2322,,,,Kolkata,2022-09-23,2023-04-09,,5.0,,9699969384,
C2323,Amit,Male,,Bangalore,,2023-02-24,1477.84,,,9472971434,UK
2324,,Male,,Ahmedabad,2026-01-14,,,,,,Canada
,Ankit,,,Hyderabad,,,,4.0,user2324@mail.com,,
2326,Pooja,Male,,Hyderabad,,2025-08-18,,5.0,,,India
2327,Ravi,Male,42.0,Hyderabad,,,,,,,Australia
2328,Kiran,Female,,Bangalore,,,4656.23,,,9449362662,Australia
2329,,Female,,Pune,2021-03-02,2025-01-16,4216.7,,,,Canada
2330,,Female,,Ahmedabad,2025-04-02,,3629.43,,,,
2331,Amit,Male,,Hyderabad,2021-01-14,,,,user2330@mail.com,,USA
2332,Pooja,Male,,Chennai,2024-11-16,,,1.0,,,USA
2333,Simran,Female,,Mumbai,,2023-04-12,2751.33,,,,India
2334,,Female,23.0,Mumbai,,,,,,,Canada
2335,Ravi,Female,33.0,Bangalore,,2021-11-23,4347.68,,,,
C2336,Rahul,,,Delhi,2023-02-24,2025-06-30,,,,,Australia
2337,Priya,Female,,Kolkata,2022-10-15,2025-04-01,,,user2336@mail.com,,USA
2338,Pooja,Female,39.0,Chennai,,,596.93,2.0,,,
C2339,Neha,,,Chennai,,,3622.28,,user2338@mail.com,,UK
2340,Amit,,69.0,Kolkata,,,,5.0,,9120006005,USA
,,Female,,Bangalore,2024-11-18,,4591.21,,,,Canada
2342,,Female,48.0,Hyderabad,2022-11-03,,,2.0,user2341@mail.com,,Canada
,Simran,Female,,Delhi,,2025-06-04,,1.0,user2342@mail.com,,UK
C2344,,Male,61.0,Hyderabad,,2021-06-17,,4.0,,,
2345,Pooja,Male,38.0,Mumbai,,,1467.45,,user2344@mail.com,,India
,Amit,Male,47.0,Kolkata,2022-10-01,2023-07-05,,,,,
C2347,,Female,,,2022-06-02,,,,,,USA
,,Male,,Pune,2022-03-17,,,,user2347@mail.com,,Australia
2349,,Male,,Hyderabad,,,,,user2348@mail.com,,Australia
2350,Neha,Female,52.0,,2021-12-27,,,,,9661136484,Australia
C2351,Ankit,Male,62.0,Pune,,,,5.0,user2350@mail.com,9810700756,USA
2352,Amit,Female,,Pune,,2023-04-05,,,,,USA
2353,,Male,35.0,Ahmedabad,,,,5.0,,,India
2354,Ankit,,,Pune,2022-11-25,,1465.2,2.0,,,Australia
2355,Pooja,Female,26.0,Kolkata,,,,,user2354@mail.com,,India
C2356,Ravi,,,Hyderabad,2022-11-16,,,4.0,,,India
,Neha,Female,32.0,,2022-03-30,2025-03-17,,,user2356@mail.com,,UK
2358,Rahul,Female,,Kolkata,2024-02-15,2024-05-20,,,,9174915024,Canada
2359,Pooja,Male,,Hyderabad,2020-08-22,,,2.0,,,India
2360,Simran,,26.0,,2020-12-20,,,,,,UK
2361,Pooja,,66.0,Hyderabad,,,,,,,India
2362,Ankit,Male,,Hyderabad,2025-08-07,,,5.0,,,India
C2363,Pooja,,,Pune,2020-12-18,2026-01-10,,3.0,,,India
,,Male,19.0,Hyderabad,,,2276.69,,,9118192603,Australia
C2365,Kiran,Female,,Hyderabad,2022-11-12,2025-12-25,216.29,,user2364@mail.com,,Australia
2366,Pooja,Male,68.0,,2025-06-22,,,,,,Canada
,Neha,Male,,Bangalore,2021-01-14,,,,,,Australia
C2368,Ravi,,,,2025-03-12,,,,,9694294791,
,Simran,Female,18.0,Bangalore,2023-09-26,2023-09-27,,,,9968869329,
2370,Amit,Male,19.0,,,,,,user2369@mail.com,9638033369,Australia
2371,Amit,Female,,Ahmedabad,,,,,,,
2372,Sneha,Female,,Delhi,2021-09-22,2023-10-22,3726.46,,,,
2373,Neha,Female,,Chennai,,,,3.0,user2372@mail.com,,Australia
2374,Neha,,,Bangalore,,2023-07-07,,,,,India
2375,,Male,,,,,,,,,USA
C2376,Ravi,Male,46.0,Delhi,,,3863.76,,user2375@mail.com,,USA
,Sneha,Female,,Hyderabad,2023-01-07,,,1.0,,,India
2378,Sneha,Female,47.0,Kolkata,,,,,user2377@mail.com,,India
C2379,Amit,Female,,Bangalore,2022-09-14,,,,,9974393294,USA
C2380,Kiran,Female,,Bangalore,,,,,,9472427662,Canada
2381,Simran,,,Hyderabad,,,,2.0,user2380@mail.com,9985178591,UK
2382,Neha,,,Kolkata,,2022-05-11,,5.0,user2381@mail.com,,
C2383,,Male,32.0,,,,1693.88,5.0,user2382@mail.com,9331224937,Canada
,Neha,Female,,Ahmedabad,2020-10-04,,,,,,UK
2385,Ankit,Female,49.0,Mumbai,,2021-01-30,2114.36,1.0,,9737676645,Canada
2386,Rahul,Male,,Chennai,2024-08-09,2025-10-14,,5.0,user2385@mail.com,,USA
C2387,Ravi,Female,,,,,,4.0,,9966629763,
C2388,Pooja,Male,,,2022-05-09,,,,,,Australia
,Priya,Female,,Mumbai,2022-11-26,,2405.13,,,9403543821,
,Neha,Male,,Chennai,2021-06-19,,4291.13,1.0,,,USA
C2391,Neha,Male,,Kolkata,2023-10-27,2024-01-23,2026.94,2.0,,,
2392,Simran,Female,,Delhi,2023-06-07,,,,,9603018580,
2393,Ravi,Female,,Pune,2025-09-17,,,,user2392@mail.com,,India
,Sneha,,,Chennai,,2020-12-25,,,user2393@mail.com,,Canada
2395,,Male,,Hyderabad,2021-04-20,,,,,9671651852,India
C2396,Ravi,Male,,Pune,2022-03-10,,4689.69,,user2395@mail.com,,
2397,Ravi,Female,,Delhi,2021-06-21,2021-12-17,,,user2396@mail.com,,Australia
C2398,Amit,Female,,Chennai,,2020-10-20,,3.0,,,India
2399,Simran,Male,,Bangalore,,,,2.0,,,Australia
2400,Neha,Female,49.0,Kolkata,,,1304.4,,,,Australia
2401,Neha,Female,,Mumbai,2021-10-01,,,2.0,user2400@mail.com,,Australia
2402,Neha,Male,,Hyderabad,2022-07-29,,,,,9407116643,Australia
,Ankit,Male,,Chennai,2022-03-06,,,,,9906560184,Canada
C2404,Ravi,Female,,Mumbai,2022-12-30,,,,,,UK
2405,Amit,Female,,Kolkata,2024-04-03,,,,,,USA
2406,Rahul,Male,,Chennai,2025-06-28,,,3.0,user2405@mail.com,9206320821,Australia
2407,Simran,,,Chennai,2021-06-11,,,,user2406@mail.com,,India
C2408,Pooja,Female,61.0,Hyderabad,2025-08-21,,1174.4,,,,
C2409,Simran,Female,54.0,Delhi,2023-08-28,,4325.55,,,9331230956,Canada
C2410,Ravi,Male,,Hyderabad,2025-10-11,,,,,,USA
C2411,Ankit,,,Mumbai,2023-02-25,2023-10-03,,1.0,user2410@mail.com,,UK
2412,Kiran,Male,,,2025-05-22,,30.39,,,,UK
,Ankit,Female,,Hyderabad,2024-06-05,,1947.66,,,,Canada
2414,,Male,,,2022-03-12,,4527.52,,,,USA
2415,Ravi,,,Hyderabad,2023-07-26,,,3.0,,,India
2416,,,,Chennai,2021-08-11,,,,user2415@mail.com,,Australia
,Rahul,Female,65.0,Mumbai,2025-02-22,,,,user2416@mail.com,9854727560,India
C2418,Priya,Male,64.0,Chennai,2025-06-08,,,1.0,user2417@mail.com,9358537869,Canada
C2419,Ankit,,,Hyderabad,2024-12-02,,,,,9376258244,Canada
2420,Pooja,Male,,Kolkata,2024-06-06,2024-11-28,,3.0,,,Canada
2421,Sneha,Male,,Bangalore,2023-10-15,,,5.0,,,Canada
2422,Amit,Female,,Kolkata,,2024-06-01,,3.0,,,India
2423,Kiran,,,Chennai,,2025-12-02,,5.0,user2422@mail.com,9920944428,
2424,Simran,Female,,Kolkata,,,,5.0,user2423@mail.com,,Australia
,,Male,,Bangalore,2022-11-19,,,,,,Canada
,Rahul,Male,,Bangalore,,2021-10-31,,4.0,user2425@mail.com,,Canada
,Rahul,,,Mumbai,,2023-12-08,3288.2,4.0,,,Canada
2428,,Female,47.0,,,,,3.0,,,India
2429,Simran,Female,,Bangalore,2023-11-16,,,,user2428@mail.com,,Australia
2430,Neha,Male,,,,,,,,,India
C2431,Rahul,Male,,Bangalore,,,,1.0,,,India
2432,Kiran,Female,70.0,Mumbai,,,4256.36,1.0,,,Australia
2433,Amit,Male,,Mumbai,,,,,,,
C2434,,Female,,Pune,,,2121.72,4.0,,,India
2435,,,,Delhi,,,,,user2434@mail.com,,USA
2436,,Female,,Ahmedabad,2024-07-15,,3090.85,3.0,user2435@mail.com,9947613983,India
2437,Ravi,Male,,Kolkata,,,,,,,Canada
2438,Priya,Male,,Mumbai,,2023-11-08,,,,,India
2439,Ankit,Female,,Bangalore,,2023-07-18,,1.0,user2438@mail.com,9884360382,Canada
,Pooja,Male,,Hyderabad,2024-06-02,,,,,,
,Ankit,Female,,Pune,,2021-06-24,,,,,India
2442,Ankit,,,Bangalore,2025-07-01,,,,,9932353089,
C2443,Amit,Male,,Hyderabad,,2024-11-17,,2.0,user2442@mail.com,9224647141,UK
2444,Pooja,Female,,Chennai,,,,3.0,user2443@mail.com,,
C2445,Pooja,Female,69.0,Mumbai,,2025-02-26,,,,,USA
C2446,,Male,,Kolkata,2024-01-30,,,,,,USA
2447,Ravi,,,Kolkata,2025-04-22,,925.3,2.0,,,UK
,Kiran,Female,,Pune,,2025-07-12,,3.0,,,Australia
,Ankit,,,Delhi,2022-10-30,,,,,,
2450,Amit,Female,21.0,,,2022-10-09,1341.01,,user2449@mail.com,9480131753,UK
,Kiran,Female,,,2023-01-25,,4271.62,,user2450@mail.com,,India
,Neha,Female,,Hyderabad,,2022-12-26,,5.0,,,USA
C2453,Ravi,Female,28.0,Mumbai,2023-04-07,2025-10-14,,,,9760097201,Australia
2454,Kiran,Male,,Ahmedabad,2024-12-28,,4623.26,,user2453@mail.com,,USA
2455,Neha,Male,,Bangalore,,2025-10-25,,,user2454@mail.com,9584540891,
2456,Sneha,Male,,Bangalore,2024-03-02,2024-05-17,213.91,,,,India
,Ravi,Female,,Delhi,,,,,,,
,Pooja,Male,,,2021-07-09,,,4.0,,,USA
2459,Sneha,Female,,Hyderabad,2025-03-31,,656.12,,user2458@mail.com,,
2460,Amit,,,Delhi,2021-06-22,,683.68,,,9880733034,Canada
C2461,,,,Bangalore,,,,,,,USA
C2462,Pooja,Male,,Chennai,2021-10-11,2022-01-02,4056.78,,user2461@mail.com,,India
2463,Sneha,,58.0,Kolkata,,,,,,,
C2464,Rahul,,,Kolkata,2024-09-19,,,3.0,,,Australia
,Rahul,Female,,Delhi,2023-10-08,,,3.0,user2464@mail.com,,UK
C2466,Ankit,Female,,Mumbai,,,,1.0,,,
2467,Simran,Female,,,,2025-11-14,,4.0,user2466@mail.com,,USA
,Neha,Female,,Kolkata,2021-11-27,,,3.0,,,UK
2469,Priya,Male,,Kolkata,2021-09-27,,,,,,USA
C2470,Sneha,Female,,,2022-12-18,,,,,,India
,Rahul,Male,,Kolkata,2021-10-16,,,,,9419888647,
2472,,Male,20.0,Hyderabad,,,,,user2471@mail.com,,Australia
2473,Kiran,,67.0,Hyderabad,,,,,,,
C2474,Ankit,,,,2024-01-16,,887.0,1.0,,,Canada
2475,Ravi,Female,22.0,Chennai,2026-01-12,,,4.0,,9250972857,Australia
,Neha,Male,,Ahmedabad,,,,5.0,,,
2477,Simran,Male,,,,,,,user2476@mail.com,,USA
C2478,Pooja,,25.0,Kolkata,,2023-06-18,1386.36,4.0,,,USA
,Ravi,Male,68.0,Pune,,2022-02-23,,,,,Canada
2480,,Male,,Kolkata,,,,,user2479@mail.com,,Canada
C2481,Priya,,43.0,Delhi,2025-05-17,,,,user2480@mail.com,,
C2482,,Male,,Bangalore,2025-05-22,,,3.0,user2481@mail.com,,Australia
2483,Sneha,,28.0,Bangalore,2020-12-17,,,5.0,,9993357050,India
,,Male,,Hyderabad,2024-06-20,,,,,9679041482,Australia
,Ankit,,,Mumbai,2023-01-23,,,,,,Canada
,Pooja,Female,,Pune,2025-07-15,,2648.76,,user2485@mail.com,,UK
,Neha,Male,,Bangalore,,2020-11-28,,1.0,,9120961286,
2488,Sneha,Male,,Ahmedabad,2023-08-05,,,3.0,,,Canada
C2489,Ravi,Male,,Kolkata,,,1081.05,3.0,,,USA
C2490,Ankit,Male,31.0,Hyderabad,2025-05-03,,,1.0,,9509098522,
,Rahul,,,Ahmedabad,,2023-12-10,,,,9337187831,Australia
C2492,Simran,,,Mumbai,,,,,,,
2493,Sneha,Female,33.0,Chennai,,,,,,,USA
,Ravi,,68.0,Pune,2023-12-13,,,,user2493@mail.com,,USA
,Neha,Female,,Mumbai,,,4996.55,,,9105430651,
2496,Kiran,Male,,Delhi,2025-07-11,2025-09-22,,,,,UK
2497,Rahul,Female,,Hyderabad,,,,,user2496@mail.com,,Australia
2498,Rahul,Female,,Mumbai,,,,,user2497@mail.com,,India
2499,Neha,Female,56.0,Delhi,,,,,user2498@mail.com,,USA
2500,Priya,Male,,Hyderabad,2022-03-13,,,5.0,,,India
,Kiran,Male,,Chennai,2021-06-24,2024-03-27,,,user2500@mail.com,9460299386,USA
,Simran,,41.0,Kolkata,,,1192.88,,,,USA
2503,Simran,Male,26.0,Chennai,2025-03-15,,,,,,
2504,Kiran,Male,,Bangalore,,,,,user2503@mail.com,,USA
,Rahul,Female,,,,,,,,,Canada
C2506,,Female,,Hyderabad,,,,,,9213192382,
2507,Rahul,Female,,Delhi,,,556.18,,,,India
2508,,Female,58.0,Delhi,,,,,,,India
2509,Simran,,21.0,Bangalore,2023-08-23,,,,,,
2510,Amit,Male,,Kolkata,,2021-10-17,,,,,UK
2511,Pooja,Male,,Bangalore,,,,,,9695549736,USA
2512,Neha,Female,,Bangalore,,2024-02-19,,,,,
2513,Simran,Female,,,,,,4.0,,,India
2514,Kiran,,,Bangalore,,2024-07-26,,2.0,user2513@mail.com,,
C2515,Pooja,Male,,,2021-03-02,2023-04-13,2050.13,,,9823450646,
C2516,,Female,,Chennai,,,3082.95,,,,
C2517,,Male,61.0,Mumbai,,,,,user2516@mail.com,,Australia
,Rahul,Male,59.0,Pune,2023-04-09,,,,,,
2519,Sneha,Male,,,2024-03-30,,,4.0,,9945533812,USA
C2520,Pooja,Male,,Bangalore,,,,3.0,,,UK
C2521,,Female,39.0,Bangalore,2024-10-18,,,3.0,,,India
2522,Sneha,Female,,Bangalore,,2024-10-23,3540.37,,,9692296035,
2523,Simran,Male,,Hyderabad,2023-11-03,,,,,9429341768,Canada
C2524,Pooja,Female,,Pune,,,,5.0,,,
,Kiran,,44.0,Kolkata,,,87.25,,,,UK
,Rahul,Male,,Chennai,2025-06-21,,,,,,India
2527,Pooja,Female,,,,,,,,9745906067,India
2528,Pooja,Male,,Mumbai,2025-06-27,,,,,,USA
2529,Sneha,Female,,Ahmedabad,2025-04-12,,,,user2528@mail.com,,UK
C2530,Ankit,Female,,Delhi,2024-02-15,,,,,,Australia
2531,Sneha,Female,66.0,Mumbai,,,,,user2530@mail.com,9243144317,Canada
2532,Rahul,Female,,Delhi,,2023-12-16,,,user2531@mail.com,9112381880,India
C2533,Neha,Female,,Mumbai,,,2986.72,4.0,,,
,Kiran,Female,66.0,,,2025-04-18,,1.0,,,USA
C2535,,Female,,Hyderabad,,2022-03-12,,,,,
,Kiran,,,,2024-07-31,,2904.61,1.0,,9490045785,Canada
2537,Kiran,Female,,Hyderabad,2020-08-06,,4471.93,,,9578340382,USA
C2538,Sneha,Female,,Mumbai,2023-05-10,,,,,,
,Pooja,Female,,Bangalore,,,,,,,USA
2540,Priya,,,Kolkata,,,,,user2539@mail.com,9443546567,Australia
2541,Pooja,,,Pune,2025-10-24,,3693.96,,,,India
,Amit,Male,,Kolkata,2020-10-14,,4873.4,3.0,,9782966460,Australia
2543,,,,Mumbai,,,,,,,USA
2544,,Male,,Kolkata,,2025-04-27,,3.0,,,Australia
2545,Ravi,Male,,Chennai,,,,,user2544@mail.com,9848749806,Canada
C2546,Simran,Female,39.0,,,,4235.49,,user2545@mail.com,,Australia
C2547,Ankit,,,Hyderabad,2021-03-14,,4850.44,,user2546@mail.com,,India
,Ravi,Male,51.0,Ahmedabad,2025-03-26,,3741.91,,,,
,Rahul,Male,,Chennai,2024-12-11,,,2.0,,,UK
C2550,Simran,Female,,Bangalore,2025-02-16,,,4.0,,,UK
2551,Priya,Male,,Chennai,2021-04-04,2021-07-14,,,user2550@mail.com,,USA
2552,Pooja,,,,2024-09-25,2024-11-06,4574.33,,,,Canada
2553,Simran,,24.0,Delhi,,,,,user2552@mail.com,9263834276,India
2554,Ravi,,,Chennai,,,,3.0,,9545070862,India
2555,,,,Mumbai,,,66.49,,,,Canada
2556,Ankit,Male,69.0,Pune,,,1420.16,3.0,,,India
2557,Simran,Female,,Delhi,,2024-08-28,,,,,
,Sneha,Female,,Ahmedabad,,2024-09-11,,2.0,,,USA
C2559,Neha,Female,,Chennai,2022-04-01,2022-06-01,3804.07,,,9353504483,Australia
2560,Ankit,Male,38.0,Hyderabad,2025-09-01,,,2.0,,9878052008,
2561,Sneha,Female,28.0,Pune,2025-10-24,,,,,,Australia
2562,Neha,Male,,Chennai,2022-12-23,,,,,,
2563,Simran,Female,,Hyderabad,,,,,user2562@mail.com,,India
,,,,Ahmedabad,2025-03-25,2025-08-19,1081.02,,,,UK
2565,Priya,Male,21.0,Kolkata,,,3954.07,,,,India
C2566,Priya,Female,,Ahmedabad,,,4125.62,4.0,,,Canada
2567,Amit,Male,29.0,,,,,,user2566@mail.com,,Australia
,Neha,Female,,Bangalore,2021-07-08,,3575.58,1.0,,,
C2569,Neha,,38.0,Delhi,,,,,user2568@mail.com,,Australia
2570,,Male,,,,,,,,,USA
2571,Amit,,68.0,Delhi,,,,,,,Canada
2572,Amit,Male,,Bangalore,2024-03-02,,,,,,
2573,Pooja,,,Bangalore,,,,,user2572@mail.com,,Canada
C2574,Amit,Female,57.0,Kolkata,,,,1.0,,9371844115,UK
2575,Rahul,Female,,Chennai,2025-11-05,,,,user2574@mail.com,,India
2576,Sneha,,55.0,Delhi,2024-10-12,,,,,9837314279,UK
2577,Pooja,Male,60.0,Mumbai,2024-01-25,,,,,,Canada
C2578,,Female,,Kolkata,2023-05-30,,,,,,UK
,,Female,,Delhi,2025-08-11,,,,,,
,Priya,Male,53.0,Kolkata,2021-11-11,,,,,,USA
C2581,Rahul,Male,,Mumbai,2022-07-20,,,,,,Australia
2582,Neha,Female,,Delhi,2022-03-01,2025-10-09,,,,9864687070,Australia
2583,Rahul,Female,,Mumbai,2025-06-25,,,3.0,,9292963368,Australia
,Pooja,Male,,Ahmedabad,2023-11-19,,4244.74,5.0,,,USA
,Neha,Male,,Mumbai,2023-05-15,,,,,,India
,Priya,Female,,Hyderabad,2022-12-28,,4072.85,,,,Australia
C2587,Neha,Female,,Pune,2023-06-14,,,1.0,,,Australia
2588,Sneha,Female,,Pune,2022-03-11,2023-09-04,,,,,Australia
2589,,Female,,Kolkata,2023-04-07,,,,,,Australia
2590,Amit,Female,,Mumbai,2022-02-01,2025-12-25,,,,,USA
2591,Kiran,Male,,Ahmedabad,,2021-07-07,3092.66,,user2590@mail.com,,
2592,Simran,Female,38.0,Chennai,,,,2.0,user2591@mail.com,9145051160,USA
2593,Pooja,Female,,Pune,2022-02-24,,,,user2592@mail.com,,
C2594,Priya,Male,,Ahmedabad,,2024-01-06,,,,9760650633,USA
2595,Ravi,Female,,Kolkata,,,,,user2594@mail.com,,
2596,Ravi,Male,23.0,Delhi,2023-06-17,,,,,,Canada
2597,Priya,,,Pune,,,,,,,UK
C2598,Neha,,,Pune,,,,,,,UK
,Kiran,,,Delhi,,,,3.0,,,Canada
C2600,,Female,52.0,Delhi,2022-09-17,,,,,,UK
2601,Rahul,Male,,Bangalore,2020-10-05,,,,user2600@mail.com,,UK
C2602,Ravi,Female,,Chennai,,,3966.77,,,,Australia
C2603,Neha,Male,,Hyderabad,,2023-08-21,1450.67,,,,Canada
C2604,Simran,,,Mumbai,,2022-03-08,,4.0,,,UK
C2605,Kiran,Female,,Bangalore,2021-08-18,2022-04-15,,,user2604@mail.com,,UK
,Sneha,Female,,Kolkata,,2020-09-14,,,,9881402127,
,Amit,Male,60.0,Hyderabad,2023-02-17,,,,,,Canada
,Pooja,Male,,,2021-11-20,,14.99,4.0,,,Canada
,Priya,Male,,Ahmedabad,2020-11-30,2026-01-04,,,,,Canada
C2610,Ankit,,,Mumbai,2023-02-18,2025-02-16,,,,,India
,Ankit,Female,44.0,Ahmedabad,,,,,,,UK
,Simran,Female,,Ahmedabad,2022-10-31,,,,,9972224973,UK
2613,Pooja,Male,,Chennai,,,4879.08,3.0,,,UK
C2614,Kiran,Male,,,,,,,user2613@mail.com,,Canada
,Sneha,,,Ahmedabad,,,,4.0,user2614@mail.com,,Canada
C2616,Sneha,Male,,Hyderabad,,2025-07-22,,3.0,user2615@mail.com,,Australia
2617,,Male,,Bangalore,,,404.87,,,9886713946,Canada
,Priya,,,Kolkata,2025-12-27,,,,user2617@mail.com,,Canada
C2619,Ankit,Male,,Chennai,2024-01-10,,,,,,India
2620,Ravi,,27.0,Delhi,,,,1.0,,9175141622,USA
C2621,Neha,Male,62.0,Hyderabad,2021-08-28,,,,user2620@mail.com,9972465694,UK
2622,Ravi,Female,,Kolkata,2023-09-22,,696.95,,,9774630691,UK
C2623,Rahul,,,,,2025-02-13,3043.67,,,,Canada
2624,Pooja,Male,,,,,4700.4,,,,UK
,Priya,Male,,Bangalore,2022-03-06,,,,,,Australia
2626,Neha,Male,50.0,Pune,,,,,,,UK
2627,Pooja,Male,,,2022-08-04,,,,,9760689983,India
,,Female,,Delhi,2021-08-12,2025-10-07,,,,,
C2629,Ravi,,42.0,Delhi,,,3358.04,,,9193121636,Australia
C2630,Kiran,Female,,Bangalore,2021-02-21,2023-02-27,,,,,
C2631,Neha,Male,55.0,Mumbai,2024-07-02,,364.06,,,,Canada
C2632,,Female,,Ahmedabad,2022-05-17,,,,,,Canada
2633,Ankit,Male,54.0,Kolkata,,2024-05-26,,5.0,,,
,Priya,Male,,Bangalore,2020-09-20,,,,,,Canada
C2635,,Male,,Mumbai,2022-03-19,,,,,,
,,Female,,Bangalore,,2022-07-01,,,,9958013405,
2637,Simran,Male,,Ahmedabad,2025-12-03,,,,,,India
2638,,Male,,Ahmedabad,2023-11-24,,,,user2637@mail.com,,
,Amit,,,Ahmedabad,,,,1.0,,,USA
2640,Ravi,Male,24.0,Delhi,2023-01-29,,,,,,India
2641,Simran,,28.0,Hyderabad,2022-03-22,,,,,9419905935,Australia
C2642,Simran,Female,,Bangalore,,2020-10-18,,,,,USA
2643,,Male,,Kolkata,2025-02-06,,,2.0,user2642@mail.com,,Australia
2644,Pooja,Male,,Delhi,,,,,,9122013481,Canada
2645,Amit,Male,,Bangalore,2025-02-02,,,,,,Canada
2646,Pooja,Male,65.0,Mumbai,2023-01-14,,,,,9571974722,Canada
,Priya,Female,,Bangalore,,,,,,,
2648,Neha,Male,38.0,Hyderabad,,2024-11-20,,4.0,,,Canada
,Simran,Male,,,,2023-05-11,,,user2648@mail.com,,USA
2650,Simran,Female,,Kolkata,2024-11-01,,,,,9351626576,
,Rahul,,,Ahmedabad,2020-10-25,,,,,,Canada
,Ankit,,,Kolkata,,,,,,9242142419,Australia
C2653,,Female,18.0,Delhi,2022-02-11,,,,,9448091351,UK
,,,,Hyderabad,2024-04-12,,,4.0,,,USA
2655,Ankit,Male,,Chennai,,,288.7,,,,Canada
2656,,Female,,Kolkata,,,,,user2655@mail.com,,Australia
C2657,,Male,58.0,Hyderabad,2020-12-06,,,1.0,user2656@mail.com,9110300642,
2658,Sneha,Male,29.0,,2021-08-19,2021-12-16,,5.0,,,Canada
2659,Simran,,,,,,,1.0,,9172952589,USA
C2660,Priya,Female,,Pune,2021-09-23,2025-07-14,,,,,Canada
2661,Neha,Male,,,,,,,,,USA
C2662,Ravi,Female,31.0,Mumbai,,,2801.47,,,,India
2663,Simran,Female,,,,,,3.0,,,India
,,Male,49.0,Pune,2020-09-04,,996.42,,,,USA
,,Female,,Delhi,2022-01-28,,,,,9264295140,UK
2666,Pooja,Male,,Kolkata,,,3414.89,3.0,user2665@mail.com,,India
2668,Ravi,,55.0,,,,4663.27,,,,UK
C2669,Rahul,Male,,Chennai,,,,2.0,user2668@mail.com,,Australia
2670,,Female,19.0,Pune,,,3287.68,,,,USA
2671,Amit,Female,,Kolkata,2023-08-09,,,,,,USA
2672,Kiran,Female,,Pune,,2021-10-21,3592.46,,,,USA
2673,Ravi,Female,,Bangalore,2024-07-04,,,,,9636062673,USA
,Amit,,,Pune,2025-05-08,,,1.0,,9869939677,USA
2675,Simran,Female,37.0,Mumbai,2021-04-15,,,,,9333070097,Australia
,Amit,Male,,Chennai,,,1459.97,,user2675@mail.com,,USA
C2677,Sneha,Female,,Bangalore,,,,,user2676@mail.com,,Australia
C2678,Neha,Male,,Hyderabad,2022-03-07,,,,,,UK
,Ravi,Male,,Ahmedabad,2020-09-18,,,4.0,user2678@mail.com,9361678647,
2680,Pooja,Male,,Chennai,,2023-08-13,,2.0,,,Canada
,,,,Mumbai,2021-11-03,,,,,,UK
2682,Neha,Male,49.0,Hyderabad,,,1381.25,,,,
2683,Pooja,Male,59.0,Delhi,,2024-02-12,3493.24,5.0,,9480740522,
2684,Sneha,,,Mumbai,,2021-04-30,1740.2,,,,Australia
C2685,,Male,,Bangalore,,,,,,,Canada
2686,Sneha,Male,,Mumbai,,,,,user2685@mail.com,9661768033,USA
,Priya,Male,,Kolkata,,2021-07-14,1254.35,,,9653400952,USA
2688,Kiran,Female,53.0,Chennai,,,802.43,2.0,,,India
2689,Ravi,Female,,,,,,,,9123373866,UK
,Kiran,Female,,Kolkata,2023-08-06,,,,,,
