CustomerID,Name,Gender,Age,City,Signup_Date,Last_purchase_date,purchase_amount,feedback_score,email,Phone_number,Country
C2848,Simran,F,48,Hyderabad,14-09-2021,,N/A,10,,,UK
C2849,Rahul,,200,Mumbai,,missing,,,user2848mail.com,0,USA
2850,Priya,Female,-5,Kolkata,,16-11-2022,-999,,user2849mail.com,,India
2851,,Male,35,Delhi,not_a_date,missing,,10,,abc123,USA
C2852,Neha,,,Bangalore,,,-999,4,,9320074296,India
2853,Ravi,Male,200,Delhi,,,,3,,9312162464,India
2854,Ravi,,200,,not_a_date,04-10-2021,-999,-1,,abc123,Australia
,Sneha,,200,,23-06-2024,missing,,,,,Canada
2856,Neha,Male,200,Chennai,not_a_date,,,10,user2855@mail.com,9139324398,
,Ravi,,200,Hyderabad,not_a_date,26-11-2025,,3,,9419670760,USA
2858,Pooja,Male,,,,17-01-2023,N/A,10,user2857mail.com,,India
,Pooja,male,25,Hyderabad,,10-11-2020,N/A,10,,abc123,
,Neha,female,-5,Ahmedabad,09-11-2024,missing,,3,user2859@mail.com,,India
2861,Sneha,Male,200,Kolkata,26-08-2025,missing,2085.06,2,user2860@mail.com,0,USA
C2862,Priya,,,Delhi,not_a_date,31-05-2023,N/A,,user2861mail.com,0,
2863,,,-5,Delhi,,04-09-2025,N/A,10,user2862mail.com,,USA
2864,Ravi,,200,Pune,25-12-2022,,,,user2863mail.com,,Australia
,Ankit,Male,44,Chennai,01-04-2025,01-12-2021,585.69,-1,,,UK
,Simran,female,,Hyderabad,06-05-2025,,-999,-1,,9790172981,USA
,Sneha,F,-5,Delhi,28-12-2023,26-08-2021,N/A,10,user2866@mail.com,abc123,Australia
2868,Kiran,F,-5,Chennai,,,-999,10,user2867mail.com,,Canada
C2869,Simran,male,-5,Pune,24-04-2023,missing,N/A,-1,user2868@mail.com,9931701619,India
,Pooja,F,-5,Delhi,not_a_date,,-999,10,,abc123,UK
2871,Neha,,-5,Kolkata,not_a_date,03-07-2024,,,user2870mail.com,9283130535,Australia
2872,,,35,Ahmedabad,not_a_date,missing,N/A,,,abc123,India
C2873,Simran,female,200,Ahmedabad,,,,,,abc123,Australia
2874,Ankit,Male,-5,Chennai,26-03-2023,12-02-2025,1033.93,,user2873mail.com,9715909678,Canada
C2875,Neha,M,200,Ahmedabad,,missing,-999,10,user2874mail.com,,USA
C2876,Priya,Male,58,Delhi,25-12-2023,22-03-2023,,-1,,abc123,
,Priya,,44,Hyderabad,18-10-2024,missing,678.09,10,,,
2878,,Female,-5,Kolkata,20-01-2021,,-999,10,,,USA
2879,Amit,F,200,,02-10-2022,,,1,,9757571402,Canada
2880,Ankit,,-5,Chennai,not_a_date,,-999,10,user2879@mail.com,9544715420,UK
C2881,,,65,Delhi,,11-09-2024,N/A,1,,abc123,UK
2882,Neha,Male,,Ahmedabad,not_a_date,missing,N/A,5,user2881mail.com,,Australia
2883,,,18,Bangalore,04-11-2020,,N/A,,,9528899112,Australia
C2884,Ankit,Male,63,Delhi,21-09-2021,,4309.07,1,user2883@mail.com,9203501460,India
2885,Rahul,Female,18,,,missing,-999,3,user2884@mail.com,,Canada
C2886,Rahul,male,-5,Pune,04-02-2025,23-10-2025,-999,-1,user2885mail.com,abc123,USA
,Sneha,Female,,Pune,not_a_date,missing,-999,10,user2886@mail.com,,India
2888,Rahul,Male,200,Pune,,,675.9,2,,9172900322,India
2889,Ravi,,200,Delhi,,,-999,10,,9881181189,USA
2890,Ravi,M,-5,Mumbai,26-07-2021,01-01-2024,,2,user2889@mail.com,,Australia
2891,Sneha,,,Delhi,,01-05-2024,3672.82,,,,Australia
,Neha,female,,Hyderabad,27-04-2022,30-01-2025,N/A,-1,user2891@mail.com,abc123,Canada
C2893,Ravi,female,30,Mumbai,19-07-2023,06-12-2020,-999,-1,user2892mail.com,9258058428,UK
2894,Ravi,male,,Delhi,,11-12-2020,-999,2,user2893@mail.com,9521500934,UK
2895,Ravi,,200,Hyderabad,,29-03-2022,N/A,,,9983583755,UK
2896,Neha,F,,Kolkata,not_a_date,missing,1673.29,-1,user2895mail.com,,Australia
,,male,38,Hyderabad,not_a_date,27-04-2021,-999,1,,0,Australia
,Rahul,F,20,Kolkata,28-08-2023,missing,-999,-1,,abc123,Canada
,Ankit,,200,Kolkata,25-06-2023,missing,-999,-1,,abc123,USA
,,male,200,Ahmedabad,30-09-2024,,N/A,2,,abc123,UK
,Priya,,200,Chennai,12-03-2023,28-02-2023,381.4,-1,user2900mail.com,9501019484,
C2902,Kiran,M,200,Delhi,not_a_date,,N/A,10,user2901mail.com,0,UK
2903,Neha,male,200,Mumbai,,21-02-2021,-999,5,,,USA
,Neha,male,,Chennai,04-04-2022,missing,N/A,,,9610970193,UK
2905,,,-5,Delhi,,31-05-2023,-999,1,user2904@mail.com,9647447351,Australia
2906,Rahul,,200,Pune,,12-12-2023,N/A,,,,Canada
2907,Ravi,M,59,Delhi,15-07-2025,,N/A,,user2906@mail.com,9401299235,Australia
,Rahul,female,,Delhi,,missing,N/A,-1,,9626079274,
2909,,M,,Ahmedabad,23-02-2025,22-12-2021,-999,10,,abc123,USA
2910,Ravi,,36,Mumbai,21-02-2022,missing,3192.7,10,user2909@mail.com,,Canada
,Neha,F,200,Pune,,missing,N/A,3,user2910mail.com,0,Australia
2912,Pooja,Male,32,Hyderabad,23-11-2022,19-02-2024,N/A,-1,,9359927850,India
2913,Ravi,Male,-5,Kolkata,13-01-2025,06-01-2023,N/A,,user2912@mail.com,0,Australia
C2914,Kiran,Female,,Kolkata,,,N/A,-1,,,Canada
2915,Simran,male,-5,,06-05-2025,missing,N/A,-1,,0,India
2916,Priya,,-5,Delhi,not_a_date,missing,N/A,10,,9544866381,USA
2917,Ravi,Female,200,Delhi,,missing,,-1,user2916mail.com,9980254978,USA
2918,Ravi,female,,Delhi,18-10-2022,missing,,3,user2917@mail.com,abc123,UK
,,M,200,Pune,,missing,-999,-1,,,UK
C2920,Ravi,F,,Pune,08-06-2023,02-05-2024,,,user2919mail.com,0,
C2921,Amit,,200,Kolkata,,missing,,5,user2920@mail.com,0,Australia
2922,Priya,,27,Chennai,10-06-2023,02-09-2025,-999,10,,abc123,India
2923,Ravi,male,,Ahmedabad,not_a_date,,N/A,,user2922@mail.com,,India
,Sneha,Female,,Mumbai,20-03-2021,,-999,,user2923mail.com,abc123,Canada
2925,Ravi,,64,Kolkata,22-12-2025,,-999,,user2924mail.com,0,
,Neha,Female,,Mumbai,01-03-2023,missing,,10,user2925@mail.com,abc123,USA
2927,,Female,-5,,16-04-2021,05-02-2024,-999,,user2926@mail.com,0,UK
C2928,Pooja,F,-5,Chennai,,,4206.93,-1,,9399416352,Australia
C2929,Ankit,Female,18,Ahmedabad,not_a_date,missing,4075.32,,,0,India
2930,Kiran,,,Hyderabad,,29-08-2023,N/A,4,,abc123,India
2931,Neha,M,,Hyderabad,14-01-2023,,,3,,0,Canada
C2932,,female,,Bangalore,not_a_date,missing,N/A,,user2931mail.com,0,Australia
2933,Amit,female,,,29-11-2025,22-05-2023,,,user2932mail.com,0,Canada
2934,,,,Ahmedabad,,12-12-2020,,-1,user2933mail.com,9496394994,Australia
C2935,Priya,,-5,Pune,,23-10-2024,N/A,-1,user2934@mail.com,,
2936,Sneha,male,32,Kolkata,25-05-2022,missing,836.38,,,,Canada
C2937,Rahul,Female,200,Kolkata,,,,4,user2936@mail.com,9782630007,USA
,Ankit,Female,,Hyderabad,17-01-2025,,-999,10,,,Australia
,Ankit,,,Bangalore,15-05-2023,,,-1,,abc123,USA
2940,Neha,M,,Chennai,30-01-2023,28-07-2022,N/A,1,,9159233580,USA
2941,Rahul,F,200,Kolkata,21-12-2022,03-10-2022,901.64,-1,,,
2942,Kiran,male,-5,Bangalore,,23-02-2023,811.92,-1,,,
2943,Rahul,,-5,Mumbai,not_a_date,,-999,-1,user2942mail.com,,UK
,Simran,,,Ahmedabad,,,,10,user2943mail.com,,
2945,Priya,,,Mumbai,17-09-2023,,N/A,,,abc123,India
,,Male,,Bangalore,18-03-2022,29-10-2022,4626.98,1,user2945@mail.com,9745430166,Australia
,Ankit,Male,20,Mumbai,not_a_date,missing,,,,abc123,
,Sneha,F,52,Chennai,04-11-2024,missing,4467.26,2,user2947mail.com,,India
C2949,Kiran,F,-5,Ahmedabad,09-03-2022,02-09-2022,,10,user2948@mail.com,,Australia
,Pooja,Male,47,Delhi,,06-12-2020,,-1,,0,USA
2951,Neha,Female,-5,,,missing,,10,,abc123,UK
,,,-5,Chennai,19-12-2022,missing,,-1,,0,USA
,Kiran,,200,Mumbai,not_a_date,04-08-2025,N/A,,,,USA
,Ravi,F,,,not_a_date,missing,N/A,-1,user2953mail.com,,USA
2955,Neha,female,69,,03-11-2023,,N/A,10,user2954@mail.com,,Australia
,Kiran,M,200,Ahmedabad,,missing,-999,-1,user2955@mail.com,abc123,India
2957,Ravi,F,-5,Ahmedabad,27-08-2020,04-12-2025,N/A,10,user2956@mail.com,abc123,USA
,Simran,,,Pune,22-09-2025,26-05-2024,N/A,,user2957mail.com,0,
2959,Amit,Male,,Ahmedabad,not_a_date,23-12-2024,,10,user2958@mail.com,0,
2960,Neha,,-5,Pune,not_a_date,,-999,10,user2959mail.com,abc123,
2961,Amit,F,-5,Chennai,not_a_date,,-999,10,,,Canada
,Kiran,Female,,Pune,not_a_date,16-07-2025,-999,10,user2961@mail.com,9779026976,USA
,,Female,49,,25-09-2021,missing,N/A,,user2962@mail.com,abc123,
2964,Amit,,200,Chennai,22-03-2024,11-05-2023,N/A,,user2963@mail.com,,India
2965,Ravi,Female,200,Chennai,not_a_date,01-03-2021,4097.76,,user2964mail.com,,Australia
,Pooja,F,-5,Bangalore,not_a_date,missing,,5,user2965@mail.com,abc123,
2967,Ravi,F,39,Mumbai,19-10-2020,,N/A,-1,user2966mail.com,0,Canada
2968,Priya,Male,200,Hyderabad,04-07-2022,22-11-2022,N/A,-1,,abc123,UK
,Priya,Female,64,Bangalore,10-04-2021,18-10-2025,,5,user2968@mail.com,0,UK
2970,,female,,Mumbai,06-11-2023,,N/A,4,,,India
,Rahul,male,-5,Hyderabad,15-01-2026,missing,841.97,10,user2970mail.com,0,India
2972,Simran,male,-5,Bangalore,,missing,4038.94,-1,,,UK
C2973,,Male,49,Bangalore,07-11-2024,,2614.41,3,user2972@mail.com,0,Australia
2974,Neha,M,-5,,16-08-2025,,2122.95,10,,9973179681,India
C2975,Rahul,F,28,Bangalore,,,,10,user2974@mail.com,abc123,Australia
2976,Ravi,male,68,Mumbai,09-12-2025,missing,-999,3,user2975@mail.com,,Canada
2977,Rahul,male,,Mumbai,not_a_date,missing,3415.38,2,user2976mail.com,abc123,UK
C2978,,Female,,,30-10-2024,missing,,3,,0,UK
C2979,Rahul,female,,Hyderabad,,13-12-2023,-999,-1,user2978@mail.com,abc123,Australia
2980,Neha,F,35,,02-03-2022,,2570.76,,user2979mail.com,9802228021,Canada
2981,Kiran,M,57,,not_a_date,16-02-2022,-999,10,,,USA
2982,Priya,M,200,,not_a_date,26-04-2023,-999,-1,,abc123,India
2983,Pooja,Female,,Bangalore,not_a_date,missing,,10,,abc123,India
C2984,Kiran,,-5,Ahmedabad,not_a_date,,,10,user2983mail.com,,Australia
C2985,Pooja,,,Pune,,missing,,-1,,abc123,UK
2986,,,,Chennai,,20-01-2022,N/A,10,,0,USA
,Kiran,,,Kolkata,not_a_date,,3335.32,,user2986@mail.com,,Canada
2988,Simran,,,Pune,26-05-2022,missing,2712.94,10,,9177777962,Canada
2989,Simran,F,200,Ahmedabad,02-10-2023,03-07-2025,-999,10,user2988mail.com,9860170624,UK
C2990,Rahul,,-5,Mumbai,30-01-2021,missing,1935.06,3,,0,
C2991,Amit,Female,41,Bangalore,10-11-2025,07-02-2022,,1,,0,UK
C2992,Pooja,,-5,Pune,15-02-2023,missing,2249.55,,user2991mail.com,abc123,India
2993,Rahul,M,200,Kolkata,31-08-2022,,3541.94,-1,,0,Australia
,Amit,,-5,Ahmedabad,,10-02-2024,510.86,-1,,9774367398,
2995,Sneha,F,200,Bangalore,not_a_date,20-01-2024,N/A,5,,0,Canada
2996,Priya,Female,,,11-09-2020,11-02-2022,797.59,,user2995mail.com,9155728371,Australia
2997,Pooja,male,200,Mumbai,14-07-2024,,-999,-1,,abc123,USA
C2998,Neha,female,51,Bangalore,28-08-2022,,N/A,,,9383213134,USA
2999,Simran,Female,-5,Pune,,,4386.46,-1,user2998mail.com,0,Australia
C3000,Priya,female,61,Kolkata,24-01-2023,missing,-999,-1,user2999@mail.com,abc123,Canada
3001,,Female,,Hyderabad,11-12-2021,missing,,-1,user3000@mail.com,9410781977,UK
C3002,Neha,,38,,19-12-2023,,,1,user3001@mail.com,,
C3003,,male,40,Mumbai,13-09-2020,,N/A,5,,,Canada
3004,Ankit,,200,,28-09-2022,12-08-2022,N/A,,user3003@mail.com,9573574190,USA
3005,Kiran,,20,Mumbai,,,N/A,2,,abc123,Australia
3006,Kiran,Male,,Ahmedabad,not_a_date,05-08-2025,,2,user3005mail.com,0,USA
3007,Priya,female,35,Chennai,,30-04-2022,-999,5,user3006mail.com,0,Australia
3008,Priya,Male,200,Hyderabad,not_a_date,missing,-999,,user3007mail.com,0,
3009,,,200,Mumbai,,missing,3105.14,10,,9431166329,UK
C3010,Rahul,,,Chennai,,missing,,10,user3009@mail.com,0,UK
3011,,Male,-5,,08-06-2021,23-09-2023,-999,10,user3010mail.com,0,India
3012,Ankit,female,-5,,11-02-2024,missing,-999,10,user3011mail.com,abc123,Canada
,,female,,,not_a_date,20-04-2024,2154.39,,user3012@mail.com,,Australia
3014,Ravi,Male,-5,Delhi,07-01-2023,,N/A,3,user3013mail.com,9545919114,Australia
3015,Rahul,,-5,Ahmedabad,06-04-2024,,-999,-1,,abc123,Australia
3016,Ravi,Male,200,Hyderabad,19-10-2021,,,1,user3015mail.com,0,
,Priya,male,,Kolkata,29-04-2021,,N/A,-1,user3016@mail.com,abc123,
C3018,,M,34,,13-07-2023,missing,,10,,abc123,Canada
3019,Simran,male,-5,,not_a_date,,-999,2,user3018mail.com,,USA
,Simran,,200,Ahmedabad,03-04-2025,missing,,3,user3019mail.com,abc123,
C3021,Simran,Female,,Bangalore,24-01-2021,02-01-2021,,3,,,Canada
,Amit,Female,,Pune,,09-10-2024,1473.36,-1,user3021@mail.com,,Australia
3023,,Male,200,Kolkata,11-08-2024,19-03-2025,3562.99,-1,,,UK
3024,,Male,200,Ahmedabad,not_a_date,24-09-2022,1753.34,-1,user3023@mail.com,abc123,
,Ravi,Female,-5,Hyderabad,13-04-2023,missing,N/A,3,user3024@mail.com,0,Australia
C3026,,,-5,Mumbai,18-11-2024,11-01-2025,98.25,10,user3025mail.com,9967391393,UK
,Kiran,Female,-5,Mumbai,,missing,2468.75,,,9559856865,UK
3028,Ankit,M,,Chennai,02-04-2025,,2569.83,-1,,9343999627,India
3029,Ravi,Male,,Mumbai,17-08-2021,,N/A,4,user3028mail.com,9753771287,USA
3030,,,200,Ahmedabad,,08-10-2024,-999,-1,user3029@mail.com,9295975252,UK
3031,Ankit,,,Mumbai,30-04-2023,,633,-1,user3030@mail.com,9102288660,USA
3032,,,,Ahmedabad,,17-11-2021,N/A,-1,,,India
,Rahul,,200,Ahmedabad,,27-08-2024,N/A,,,0,
3034,,male,32,Chennai,24-09-2023,missing,294.58,,,abc123,USA
C3035,Priya,Female,,Bangalore,not_a_date,21-08-2024,,-1,user3034@mail.com,abc123,USA
3036,Amit,Female,37,Hyderabad,not_a_date,missing,1967.67,10,,,USA
3037,Simran,M,,Pune,not_a_date,,-999,5,user3036mail.com,9793858571,
,Simran,,,Bangalore,14-02-2022,08-11-2020,3982.93,,,abc123,Canada
3039,Sneha,,30,Pune,09-01-2026,missing,,4,,9729022571,India
,,M,,Ahmedabad,05-08-2022,missing,953.09,,,,UK
3041,Kiran,F,42,Ahmedabad,22-08-2025,,N/A,,user3040mail.com,0,UK
3042,,Male,58,Hyderabad,17-09-2021,missing,-999,10,,0,
3043,Amit,M,,Delhi,not_a_date,missing,4836.29,10,,0,India
C3044,Priya,Male,,Pune,16-03-2025,23-11-2024,3320.85,-1,user3043mail.com,9588778162,India
,,M,,Bangalore,,,,-1,,0,UK
3046,Ankit,,200,Hyderabad,,12-07-2021,,10,,9789932533,India
3047,Amit,Female,-5,Hyderabad,not_a_date,,N/A,-1,,abc123,UK
,Neha,M,200,Pune,not_a_date,missing,N/A,2,,0,
C3049,Pooja,female,-5,Bangalore,,missing,,10,user3048@mail.com,0,India
3050,Ankit,M,-5,Pune,,10-08-2023,-999,10,,9456188177,USA
,,F,-5,Chennai,,missing,-999,5,user3050mail.com,abc123,India
3052,Neha,F,-5,Pune,23-01-2026,02-02-2024,N/A,-1,user3051mail.com,,Canada
,,female,,Hyderabad,not_a_date,missing,1144.9,-1,user3052@mail.com,0,Australia
C3054,Priya,Male,200,Kolkata,not_a_date,missing,N/A,10,,0,UK
3055,Ravi,male,200,Chennai,not_a_date,04-02-2021,,-1,user3054mail.com,abc123,Australia
C3056,,male,37,Hyderabad,14-01-2026,03-10-2022,N/A,1,,,Australia
,Amit,Male,,Chennai,,18-10-2022,-999,-1,,,USA
,Sneha,Male,,Mumbai,26-11-2024,,-999,,,,UK
3059,Ravi,Female,-5,Delhi,09-10-2022,22-03-2024,-999,,,0,Canada
3060,Pooja,male,44,Pune,,missing,-999,4,user3059@mail.com,abc123,UK
3061,,male,200,Ahmedabad,,03-04-2021,4120.04,-1,,0,India
,Rahul,M,30,Delhi,,,-999,,,9292957701,UK
3063,,F,-5,,17-08-2022,29-08-2023,N/A,4,user3062@mail.com,0,USA
,,,69,Ahmedabad,02-10-2024,,N/A,,,,Australia
3065,Simran,,-5,Mumbai,not_a_date,missing,3182.31,2,user3064mail.com,9317692327,
3066,Ankit,Female,36,Bangalore,,missing,,-1,user3065mail.com,0,USA
3067,Ankit,female,,Pune,not_a_date,22-09-2020,4420.42,-1,user3066mail.com,,Australia
,Sneha,F,,Kolkata,15-04-2021,missing,3900.07,-1,,9861581604,USA
3069,Neha,Male,49,Pune,,20-07-2023,2955.95,-1,,,USA
3070,,,,Hyderabad,,missing,N/A,,,9600391787,India
3071,Ravi,Male,47,Mumbai,,31-01-2022,-999,5,,abc123,UK
,Sneha,female,,Hyderabad,not_a_date,missing,,3,,9728400525,India
3073,Amit,female,,Pune,not_a_date,,92.53,-1,,,Canada
3074,Ravi,M,,Kolkata,not_a_date,missing,N/A,10,,abc123,Australia
C3075,Amit,male,43,Delhi,,,N/A,3,user3074@mail.com,abc123,India
3076,Ankit,female,,Hyderabad,,13-11-2024,N/A,,user3075mail.com,,Canada
3077,Ankit,M,,Ahmedabad,17-09-2020,missing,1939.42,-1,user3076@mail.com,0,Canada
,Pooja,,200,Delhi,,missing,N/A,-1,user3077mail.com,0,USA
C3079,Priya,Female,,Chennai,22-04-2025,missing,,5,,,Australia
C3080,Simran,female,30,Bangalore,not_a_date,26-04-2022,-999,-1,user3079mail.com,abc123,USA
3081,Pooja,female,200,Hyderabad,18-09-2023,,,,,0,Canada
3082,Sneha,F,,Kolkata,08-11-2022,missing,N/A,,user3081@mail.com,9490898925,
3083,Pooja,F,42,,,20-12-2024,N/A,-1,,0,UK
3084,Pooja,Female,28,Pune,,29-12-2025,,,user3083@mail.com,,UK
C3085,Sneha,M,,Delhi,,,-999,,user3084@mail.com,,Canada
3086,Neha,M,41,Bangalore,03-03-2023,29-11-2024,4034.72,4,,abc123,USA
3087,Priya,,-5,,not_a_date,,3296.93,3,user3086@mail.com,0,
,Sneha,male,,Pune,17-08-2025,10-11-2021,4992.32,1,,,
C3089,Priya,female,24,Mumbai,13-07-2022,,N/A,10,,abc123,Canada
3090,Amit,male,,Chennai,16-09-2022,,N/A,-1,,9290503071,Australia
,Neha,,,Delhi,14-09-2024,21-08-2024,-999,-1,,abc123,Canada
3092,Simran,Male,200,Ahmedabad,not_a_date,missing,,10,,abc123,USA
,Kiran,Male,-5,Kolkata,29-12-2025,missing,,10,user3092mail.com,abc123,UK
C3094,Priya,Male,-5,Mumbai,01-08-2024,missing,10.31,-1,user3093mail.com,abc123,India
3095,Sneha,F,-5,Bangalore,12-11-2023,15-09-2023,-999,,user3094mail.com,,USA
C3096,Amit,,,Hyderabad,12-12-2021,,-999,-1,user3095mail.com,abc123,UK
C3097,,female,,Kolkata,09-08-2021,27-02-2025,-999,10,,abc123,USA
,Ankit,Male,200,Mumbai,not_a_date,,,3,user3097mail.com,abc123,Canada
C3099,,Female,-5,Bangalore,28-03-2023,missing,,10,user3098mail.com,0,
,Sneha,Female,34,Bangalore,not_a_date,,,1,,abc123,USA
3101,Simran,,,Chennai,27-06-2022,missing,N/A,,,abc123,Australia
3102,,female,200,Hyderabad,,missing,4837.06,-1,,0,Canada
C3103,Sneha,Male,-5,Delhi,,06-04-2021,N/A,1,,9541412990,Canada
,Pooja,Female,-5,Delhi,not_a_date,missing,,-1,,,Australia
C3105,Kiran,M,,Pune,14-08-2023,02-06-2023,2452.95,5,,0,
,,male,41,Ahmedabad,15-05-2024,21-10-2023,,1,user3105mail.com,0,
3107,Neha,Female,200,Hyderabad,21-07-2023,09-06-2022,-999,-1,user3106mail.com,,UK
3108,Neha,Male,200,Bangalore,not_a_date,missing,318.1,3,user3107mail.com,9821572817,India
C3109,,F,43,,not_a_date,missing,-999,4,,abc123,UK
3110,Neha,Female,56,Pune,not_a_date,30-04-2023,3787.77,10,,9118606757,UK
3111,Ankit,male,-5,Pune,22-05-2023,01-03-2021,N/A,10,user3110mail.com,abc123,Canada
3112,Pooja,,,,,05-01-2025,4301.25,10,,0,UK
,Rahul,Female,25,Pune,not_a_date,17-10-2025,N/A,,,,India
C3114,Priya,Female,-5,Pune,25-07-2023,missing,1664.52,1,user3113@mail.com,9435460977,
3115,Kiran,male,43,Ahmedabad,not_a_date,24-10-2021,-999,5,user3114@mail.com,,Australia
3116,Ankit,Female,-5,Delhi,01-12-2020,07-07-2025,-999,-1,user3115mail.com,,
3117,Priya,Female,,Chennai,18-06-2025,02-07-2024,N/A,2,user3116@mail.com,abc123,
,Pooja,Male,49,Pune,not_a_date,07-06-2022,N/A,,,,Australia
3119,Amit,,,,,missing,,,,,Canada
,,,200,Hyderabad,not_a_date,06-03-2021,N/A,10,user3119mail.com,0,Australia
3121,Amit,F,,,08-09-2023,missing,-999,10,user3120mail.com,abc123,UK
,Kiran,,-5,Delhi,,06-05-2023,800.37,-1,,,
C3123,Rahul,,55,Kolkata,09-08-2024,missing,N/A,-1,user3122mail.com,0,India
C3124,Sneha,M,200,Mumbai,not_a_date,10-03-2024,927.31,1,,9240687824,
,Sneha,,60,Mumbai,,missing,,-1,user3124mail.com,0,Canada
3126,Priya,M,,Ahmedabad,not_a_date,13-07-2022,,10,,,UK
C3127,Sneha,female,-5,Bangalore,,,N/A,,user3126mail.com,0,UK
,,female,,Hyderabad,16-05-2023,20-11-2022,,-1,,,UK
C3129,Pooja,female,-5,Hyderabad,04-07-2023,02-09-2025,,10,,9679195446,UK
3130,Amit,F,-5,Mumbai,,12-11-2021,-999,10,,,Australia
C3131,,,,Bangalore,05-10-2021,missing,-999,,,9848984060,Australia
C3132,Pooja,Female,-5,Delhi,14-01-2021,missing,866.15,-1,,9402348348,UK
C3133,Rahul,F,26,Pune,,18-08-2024,N/A,10,,,UK
3134,Simran,,49,Mumbai,,missing,N/A,10,user3133mail.com,,USA
3135,Neha,Male,49,Hyderabad,not_a_date,,,-1,,,Canada
3136,Sneha,Female,,Chennai,not_a_date,,1675.42,-1,user3135mail.com,9377446611,Canada
3137,,F,,Delhi,,04-01-2025,1974.76,10,user3136mail.com,abc123,India
3138,Kiran,Male,,Bangalore,,14-01-2023,-999,,,0,Australia
C3139,Amit,Female,-5,Kolkata,not_a_date,missing,,10,,0,USA
3140,Sneha,F,52,,06-02-2023,missing,176.98,10,,abc123,UK
3141,Rahul,M,200,Bangalore,,,4507,,user3140@mail.com,abc123,Australia
3142,Rahul,,51,Mumbai,,missing,2769.97,10,user3141mail.com,9166252879,
3143,Kiran,male,-5,Chennai,01-03-2021,29-09-2021,N/A,10,user3142mail.com,,
3144,Neha,M,-5,Hyderabad,29-01-2024,missing,N/A,10,,9798840265,
3145,,Female,41,Kolkata,31-01-2023,21-12-2022,N/A,-1,,,
3146,Kiran,F,,Ahmedabad,27-05-2024,missing,,-1,,0,Canada
,,,21,Chennai,16-05-2025,missing,N/A,,,,Canada
C3148,Ravi,,65,Hyderabad,30-10-2023,missing,-999,,user3147mail.com,9826156710,Canada
3149,Pooja,M,70,Kolkata,,,-999,-1,,9766465062,USA
C3150,Rahul,,-5,Chennai,,missing,-999,2,user3149@mail.com,9219503118,India
C3151,Sneha,M,200,,,11-12-2024,2469.79,-1,user3150@mail.com,,India
C3152,,F,,Kolkata,,missing,N/A,,,9102346536,UK
3153,Simran,Female,,Kolkata,not_a_date,,-999,10,user3152mail.com,9677133083,UK
3154,,,-5,Pune,07-11-2024,missing,3966.39,4,,,India
C3155,Neha,female,,Hyderabad,not_a_date,25-08-2024,,1,,0,Canada
3156,Priya,M,200,Delhi,28-12-2024,missing,1011.03,,,0,UK
C3157,Ravi,,,Mumbai,23-05-2022,26-10-2023,1870.52,10,,9775334008,
,Sneha,,-5,Chennai,,,-999,10,user3157@mail.com,,Canada
3159,,M,,Bangalore,not_a_date,,,10,user3158@mail.com,0,Australia
C3160,Simran,Male,-5,Mumbai,25-05-2024,missing,-999,10,,,USA
C3161,,,51,Bangalore,,missing,-999,-1,user3160mail.com,9141058945,USA
3162,Neha,male,-5,Mumbai,23-09-2025,17-12-2023,3103.42,10,user3161mail.com,abc123,Australia
C3163,,Female,,Hyderabad,,missing,N/A,,,9323633755,UK
3164,Rahul,F,,Kolkata,28-08-2023,11-09-2020,N/A,-1,user3163mail.com,,Australia
3165,Amit,male,200,Ahmedabad,not_a_date,,-999,,,abc123,USA
C3166,Ravi,,,Hyderabad,17-09-2022,missing,N/A,10,,,USA
C3167,Ankit,female,-5,Chennai,,,,1,,9982756467,Australia
,Priya,,200,Kolkata,,23-10-2020,,1,,abc123,Canada
3169,,F,-5,,21-06-2021,,,10,user3168mail.com,0,UK
3170,Ravi,M,,Ahmedabad,,,N/A,10,user3169mail.com,0,Australia
,Ravi,F,200,Ahmedabad,not_a_date,missing,2388.78,,user3170mail.com,,UK
3172,Neha,Female,-5,Pune,,20-06-2021,,-1,,9104065505,
,Simran,Male,200,Pune,20-11-2020,,1357.66,-1,,0,UK
C3174,Neha,,-5,Hyderabad,08-06-2025,missing,N/A,10,,9127996824,Canada
,Priya,male,,Hyderabad,,missing,N/A,3,,0,
3176,Ravi,F,-5,Delhi,,missing,4068.17,5,user3175mail.com,,Canada
3177,Rahul,,200,Ahmedabad,29-03-2022,missing,3769.87,,user3176mail.com,abc123,USA
3178,Kiran,male,200,Hyderabad,15-09-2020,missing,-999,-1,user3177@mail.com,abc123,Canada
3179,Amit,male,25,Bangalore,,14-06-2022,-999,,,abc123,
3180,Neha,female,-5,Ahmedabad,21-11-2024,missing,2094.51,,user3179@mail.com,abc123,
,Ravi,,43,Chennai,not_a_date,21-10-2020,,10,user3180@mail.com,0,Canada
3182,Pooja,Female,200,,,,-999,10,,9710426285,Australia
3183,Ankit,,29,Bangalore,24-07-2025,,-999,,user3182@mail.com,abc123,Canada
3184,Pooja,M,200,Hyderabad,not_a_date,missing,,,user3183mail.com,abc123,Canada
,Kiran,female,-5,Bangalore,,25-09-2025,N/A,10,user3184@mail.com,,Canada
3186,Neha,Female,69,Pune,27-04-2023,16-03-2025,N/A,,user3185mail.com,0,USA
C3187,Neha,,22,Mumbai,20-12-2023,missing,-999,3,,,Canada
